OBJECT_NAME,TLE_LINE1,TLE_LINE1
PEGASUS DEB,1 24602U 94029ZE  24002.62002218  .00002713  00000-0  92134-3 0  9992,2 24602  81.5272 232.2158 0767534 147.2245 217.9015 13.35604869325304
OPS 0856 DEB,1 24647U 66077P   23359.83642212 -.00012481  00000-0 -18415+0 0  9995,2 24647  88.0259 127.7155 2077686 149.3228 343.5763  9.38191420484486
SL-19 DEB,1 24679U 94085Y   24001.13964343 -.00000057  00000-0 -36659-3 0  9990,2 24679  64.9726 256.9682 0193825 285.7239 232.4798 11.32279574364511
PEGASUS DEB,1 24682U 94029AAQ 24002.57309814  .00090762  00000-0  29964-2 0  9997,2 24682  82.0963 206.3559 0057298 272.4450  87.0230 15.29432235450923
ISO DEB,1 24700U 95062C   24002.59033456 -.00000227  00000-0  00000-0 0  9990,2 24700   3.1540 334.0702 8262465 323.2339 303.7762  1.00272866 33999
SL-19 DEB,1 24703U 94085Z   23365.39548178 -.00000051  00000-0 -28451-3 0  9997,2 24703  64.7309 144.6270 0213448 318.3649  68.4074 11.20743369408891
TRANSIT 10 DEB,1 24705U 65109E   24002.37452477  .00002999  00000-0  17976-2 0  9997,2 24705  89.0455 292.9192 0090366  49.1885  71.9843 14.04727245374545
ARIANE 3 DEB,1 24712U 86026G   24002.23908246  .00005022  00000-0  61388-2 0  9997,2 24712   9.1090 341.3702 6628163 267.4997  21.2217  3.06308172282066
ARIANE 44L DEB,1 24722U 91003E   24001.22107860  .00004953  00000-0  15102-1 0  9994,2 24722   6.7796 219.7167 6602998 111.8229 327.4844  3.03651628290930
ARIANE 44L DEB,1 24723U 91003F   24002.46236289 -.00000026  00000-0  57847-3 0  9992,2 24723   6.4021 136.9641 6853598 305.5190  16.9036  2.64888620267475
ARIANE 44L DEB,1 24724U 91003G   24002.43327247  .00000258  00000-0  93672-3 0  9997,2 24724   5.7848  70.8753 6758533  76.1212 345.7115  2.83468850279096
ARIANE 44L DEB,1 24741U 91003H   24002.59938378  .00000233  00000-0  43406-2 0  9998,2 24741   6.5394 227.1520 6796414 131.6550 107.3018  2.65063009175929
ARIANE 44L DEB,1 24751U 91003K   24002.41986647  .00001849  00000-0  46080-2 0  9997,2 24751   7.8190  76.6497 6234296  27.5861 354.8514  3.54173898322810
SL-8 DEB,1 24752U 91006C   24001.95299451  .00000497  00000-0  45357-3 0  9994,2 24752  82.9113 356.1038 0024210  14.3158  14.8568 13.81280950427566
DMSP 5D-2 F14 DEB,1 24777U 97012D   23365.51795922  .15988016  32213-5  10235-1 0  9991,2 24777  98.7856 297.4178 0017464 141.1937 219.0603 16.17128289410582
DMSP 5D-2 F14 DEB,1 24778U 97012E   24002.10816524  .00007903  00000-0  16474-2 0  9995,2 24778  98.8305  50.8290 0002324 295.9183 118.5643 14.60241258399670
PEGASUS DEB,1 24817U 94029ABU 24002.32028304  .00008361  00000-0  22992-2 0  9990,2 24817  81.6846 116.6032 0398232 162.7426 229.7144 14.09009752393844
SL-8 DEB,1 24818U 77087C   24002.58133737  .00000427  00000-0  38809-3 0  9991,2 24818  82.9672  43.0763 0033341  71.3848  81.7015 13.81045731325811
SL-12 DEB,1 24833U 97028F   24002.28759519  .00000550  00000-0  69800-2 0  9995,2 24833  63.3325 331.8337 1059680  38.5896  53.0674 11.06745075 73742
COSMOS 2344 DEB,1 24843U 97028G   24002.05921237 -.00000026  00000-0  23514-3 0  9991,2 24843  63.3279 239.9067 1039965  35.5806  60.3613 11.09966227 74877
SL-16 DEB,1 24866U 96051H   24002.51747868  .00000371  00000-0  22999-3 0  9996,2 24866  71.1246  47.0601 0062910 211.3942 148.3419 14.10455046406096
SL-3 DEB,1 24893U 88032C   24002.48951285  .00002566  00000-0  20877-3 0  9993,2 24893  97.5388 341.5120 0031157   0.4396 118.4935 15.00046349694128
NOAA 7 DEB,1 24914U 81059F   24002.61348153  .00000951  00000-0  31414-3 0  9993,2 24914  98.5574  45.7529 0020516 293.2740  66.6288 14.40199068375433
NIMBUS 2 DEB,1 24956U 66040C   24002.28700030  .00002354  00000-0  32572-2 0  9995,2 24956 100.4625 117.2574 0044599  91.5418 324.5156 13.58903093817263
OPS 0856 DEB,1 24959U 66077R   23343.64402204 -.00000257  00000-0 -52663-2 0  9992,2 24959  87.1148 239.2193 2223827 322.8410  38.5420  8.98567120 96503
PEGASUS DEB,1 24973U 94029ACF 24002.37471295  .00002169  00000-0  50005-3 0  9996,2 24973  82.0179 153.2902 0323049 323.6214  61.1918 14.27602035420448
SL-8 DEB,1 24974U 92053C   24002.62057032  .00000841  00000-0  31809-3 0  9995,2 24974  74.0526 227.1967 0021659  97.3783 293.9430 14.32665352393053
PEGASUS DEB,1 24978U 94029ACL 24002.33585321  .00017851  00000-0  14310-2 0  9995,2 24978  81.4309 115.7291 0237104  15.4328 345.3948 14.80476645422642
PEGASUS DEB,1 24980U 94029ACN 24001.49939692  .00008028  00000-0  13343-2 0  9999,2 24980  81.5902  29.7535 0255950 301.0377  56.5911 14.50612574416090
PEGASUS DEB,1 24985U 94029ACT 24002.61846925  .00003280  00000-0  10468-2 0  9995,2 24985  81.5144 238.3968 0640787 162.6714 199.7464 13.61368014476731
SL-12 DEB,1 24990U 87079J   24002.56070895 -.00000341  00000-0 -28305-2 0  9993,2 24990  64.8344 125.8304 5225290  60.4349 341.5148  4.80071466461248
PEGASUS DEB,1 24996U 94029ADD 24002.31051727  .00007231  00000-0  15051-2 0  9995,2 24996  82.1897 131.4125 0292905 341.2361  17.8201 14.36335134367188
TITAN 3C TRANSTAGE DEB,1 25000U 68081G   23364.91427082  .00000053  00000-0  00000-0 0  9999,2 25000   1.3919 332.6785 0117276 343.4401 152.9714  1.01034710116238
TITAN 3C TRANSTAGE DEB,1 25001U 68081H   23365.74978243 -.00000153  00000-0  00000-0 0  9994,2 25001   1.0866 339.6747 0060740  42.5323 108.8272  1.01693818109180
ARIANE 5 DEB (SPELTRA),1 25026U 97066D   24002.60335490  .00000023  00000-0  17640-3 0  9997,2 25026   7.6303 134.0212 6509108 217.8695 152.8030  3.08239429294796
SL-8 DEB,1 25027U 92053D   24002.34366870  .00001591  00000-0  50876-3 0  9995,2 25027  74.0323 335.2463 0004981 299.3197 211.4513 14.40436414399868
SL-8 DEB,1 25028U 93036D   24002.56058644  .00001438  00000-0  48051-3 0  9991,2 25028  74.0410 165.1504 0010720 234.9631 241.2097 14.38333435474798
SL-8 DEB,1 25057U 90036C   24002.32982416  .00000423  00000-0  37143-3 0  9990,2 25057  82.9406 321.3228 0019983 194.5992 317.9522 13.83206417587228
SL-8 DEB,1 25085U 91009CX  24002.15449365  .00000275  00000-0  25471-2 0  9999,2 25085  74.1138 260.4172 0173860 331.1875 181.6082 12.23728881301272
ARIANE 1 DEB,1 25098U 79104D   24002.49615375  .00041998  00000-0  22999-1 0  9996,2 25098  17.6048  97.3175 5557572 164.6841 223.3242  4.63926692400841
DELTA 2 DEB,1 25138U 98002E   24002.57460869  .00000630  00000-0  39114-3 0  9991,2 25138  26.8780  69.3734 0329264 142.1162   3.2054 13.70255144298776
TRANSIT 5B-2 DEB,1 25156U 63049N   24002.26536322  .00000743  00000-0  10492-2 0  9990,2 25156  89.9136  79.6752 0045338 128.8771 297.3671 13.55546219277439
TAURUS DEB,1 25161U 98007E   24002.62299328  .00000393  00000-0  21325-3 0  9999,2 25161 108.0042  49.7975 0059151 161.8798 320.2983 14.26493241345537
SL-14 DEB,1 25187U 87068N   24002.07016352  .00009565  00000-0  34431-2 0  9996,2 25187  82.5463 320.0771 0016143  62.5783 297.7045 14.33572377330641
SL-14 DEB,1 25199U 87068AA  24002.18771998  .00001321  00000-0  12674-2 0  9992,2 25199  82.3643 258.4901 0096696  93.3779 267.8444 13.77516177294990
SL-14 DEB,1 25203U 87068AE  24002.23021503  .00001212  00000-0  50962-3 0  9996,2 25203  82.2686 292.0732 0095370 159.4119 201.0948 14.22733720337362
SL-14 DEB,1 25204U 87068AF  24002.55532954  .00003465  00000-0  23648-2 0  9991,2 25204  82.4303 187.7413 0118207 266.7881 148.4981 13.96284837305041
SL-14 DEB,1 25205U 87068AG  24002.62811167  .00000625  00000-0  47101-3 0  9992,2 25205  82.5369 203.7022 0014222 183.0326 240.7896 13.92833212311936
SL-14 DEB,1 25214U 87068AR  24002.40096303  .00002739  00000-0  16653-2 0  9990,2 25214  82.5437 126.8445 0012867 264.4337 160.5628 14.05865942318541
SL-14 DEB,1 25221U 87068AY  24002.29461484  .00000545  00000-0  71533-3 0  9993,2 25221  82.2983  76.5947 0164075 291.4878 134.2421 13.54668519276826
SL-14 DEB,1 25225U 87068BC  24002.51570127  .00006825  00000-0  33293-2 0  9994,2 25225  82.5011 118.4944 0058702  62.6012  61.3161 14.17039079316420
SL-14 DEB,1 25226U 87068BD  24002.52943631  .00004971  00000-0  29074-2 0  9992,2 25226  82.5229 204.9790 0072784 305.1897  54.2474 14.06853230311350
SL-14 DEB,1 25227U 87068BE  24002.38447229  .00007498  00000-0  30059-2 0  9991,2 25227  82.5304 344.7254 0015387 155.5163 204.6756 14.28106188327776
SL-14 DEB,1 25246U 87068BP  24002.48445804  .00001271  00000-0  62573-3 0  9990,2 25246  82.2509  14.2389 0082522 145.8040  16.3979 14.15187406329764
ATLAS CENTAUR DEB,1 25253U 78068C   23365.41937153 -.00000126  00000-0  34989-2 0  9993,2 25253  22.2425 339.1610 7073846 294.8157 264.9909  2.25060034217720
SL-16 DEB,1 25254U 93059H   24002.60602648  .00000460  00000-0  22805-3 0  9994,2 25254  70.9873 137.7503 0018416 269.0584 178.8509 14.22403218370021
SL-3 DEB,1 25255U 81043D   24002.36276649  .00000140  00000-0  74485-4 0  9993,2 25255  81.2795 325.9395 0046071 241.2541 240.3443 14.08177068395746
ARIANE 44LP DEB,1 25279U 89062E   24001.56416964  .00000179  00000-0  72724-3 0  9990,2 25279   7.3067  84.3127 7025325  78.1217 346.8359  2.52894914241149
ARIANE 44LP DEB,1 25282U 89062F   24002.33154870  .00001886  00000-0  41090-2 0  9992,2 25282   7.2223 199.5082 6848845 209.1130  83.1655  2.74814642252230
START 1 DEB,1 25284U 93014F   24002.30163344  .00001185  00000-0  41241-3 0  9990,2 25284  75.7628 301.5805 0182862 314.8455 209.9150 14.27160588341047
SL-16 DEB,1 25401U 98043H   24002.51192076  .00000372  00000-0  27892-3 0  9998,2 25401  98.4420 185.6859 0161466 310.0591 110.0676 13.94125580295573
SL-16 DEB,1 25402U 98043J   24002.57700826  .00000191  00000-0  15709-3 0  9996,2 25402  99.3572  42.2683 0153365 281.6867 233.2532 13.96297711297493
SL-16 DEB,1 25403U 98043K   24002.47018116  .00000151  00000-0  16113-3 0  9996,2 25403  98.5076  11.6105 0211285 266.0922 266.4318 13.78001929280843
SL-16 DEB,1 25409U 98045C   24002.32469453  .00000127  00000-0  15518-3 0  9993,2 25409  71.0815 339.1156 0190517  74.5996  31.6372 13.74765509275604
SL-16 DEB,1 25410U 98045D   24002.41657538  .00000205  00000-0  23740-3 0  9991,2 25410  70.9807 353.9060 0210147 325.7133 187.6913 13.71143737272047
SL-16 DEB,1 25411U 98045E   24002.40633980  .00000129  00000-0  16511-3 0  9999,2 25411  70.9877   7.2986 0213654 297.0597  60.8842 13.70948568271824
SL-16 DEB,1 25412U 98045F   24002.22910920  .00000139  00000-0  16293-3 0  9990,2 25412  71.0817 288.3515 0183023  64.1628  86.2769 13.76468064276914
PEGASUS DEB,1 25442U 94029ADX 24001.04708172  .00010926  00000-0  21013-2 0  9994,2 25442  81.7635 127.0939 0255792 163.4972 197.4748 14.44667276421938
SL-14 DEB,1 25444U 87068BX  24002.51550692  .00000786  00000-0  57214-3 0  9992,2 25444  82.5562 204.1096 0017891  84.8185 303.2568 13.95039435301172
PEGASUS DEB,1 25445U 94029ADZ 24001.18966644  .00002483  00000-0  39636-3 0  9992,2 25445  81.9892 268.2777 0143701 273.9881 239.1182 14.64866243404640
PEGASUS DEB,1 25449U 94029AED 24001.63752217  .00006257  00000-0  30409-2 0  9996,2 25449  82.1392 234.5117 0903296  19.8028 343.5891 12.96828528185762
SL-14 DEB,1 25454U 87068CC  24002.49418073  .00013560  00000-0  62003-2 0  9991,2 25454  82.1625 186.8814 0057078 155.3683 205.0243 14.20500919511790
NIMBUS 2 DEB,1 25526U 66040D   24002.53663706  .00003588  00000-0  40026-2 0  9998,2 25526 100.5684   8.2877 0045028 231.3293 257.6683 13.71645179542259
ARIANE 44LP DEB,1 25538U 88109E   24002.37215773  .00000147  00000-0  26348-2 0  9999,2 25538   6.7928  95.5817 7203182 347.0378   9.0473  2.23161024206032
ARIANE 44LP DEB,1 25539U 88109F   24002.42712247  .00002226  00000-0  60876-2 0  9998,2 25539   7.2495  41.0947 6875186  81.4736 344.9827  2.69952152236355
ARIANE 44LP DEB,1 25540U 88109G   24002.30051396  .00007101  00000-0  66976-2 0  9992,2 25540   6.9166  93.0403 6707417 348.0164   1.8152  2.97117068247600
ARIANE 44LP DEB,1 25541U 88109H   24002.46121584  .00000782  00000-0  60885-2 0  9998,2 25541   6.6453 173.7603 7085869 190.1267 138.8848  2.37905347215917
ARIANE 44LP DEB,1 25542U 88109J   24002.37670817  .00000391  00000-0  21474-2 0  9994,2 25542   6.6113 189.3407 7151470 157.8577 263.4725  2.32480051217536
ARIANE 44LP DEB,1 25543U 88109K   24002.62232493  .00000600  00000-0  22062-2 0  9994,2 25543   6.5046 225.8638 7192475  87.3345 345.4679  2.29981938216009
SL-8 DEB,1 25563U 90111D   24002.42424868  .00001693  00000-0  54220-3 0  9994,2 25563  74.0496 136.7090 0019205  88.8526 329.3811 14.40219550729133
TITAN 34D TRANSTAGE DEB,1 25587U 88077S   24001.09219939  .00000142  00000-0  39372-3 0  9990,2 25587  27.2776 295.4799 5532002 256.6145  38.9982  4.53856299 73764
TITAN 34B AGENA D DEB,1 25588U 83078E   24001.80529859  .00000237  00000-0 -38638-3 0  9991,2 25588  63.2813 184.6708 6994526 274.4035  15.4766  2.20140364 37183
NIMBUS 2 DEB,1 25612U 66040E   24002.44591257  .00004052  00000-0  46721-2 0  9990,2 25612 100.4685 175.8195 0044901 242.0238 147.1437 13.69531994312370
NIMBUS 2 DEB,1 25613U 66040F   24002.15845148  .00002526  00000-0  35065-2 0  9993,2 25613 100.4738  80.2863 0028844 130.7979 259.2629 13.58842169817447
NIMBUS 2 DEB,1 25614U 66040G   24001.79882815  .00002092  00000-0  29683-2 0  9992,2 25614 100.4962 117.1100 0060139 134.5474  17.4323 13.57184817347830
SL-3 DEB,1 25655U 88032D   24002.52937130  .00004714  00000-0  29737-3 0  9999,2 25655  97.4241 349.1491 0042652 106.3623  17.8255 15.08811086930494
USA 142 DEB,1 25675U 99017E   23365.54953660  .00045315  00000-0  82297-2 0  9996,2 25675  28.9846 143.8841 5400164 265.2042  34.3079  4.96662655 71524
SL-12 DEB,1 25684U 85118X   24002.32940690  .00002315  00000-0  69928-2 0  9996,2 25684  64.9590 348.6957 5157831  82.0837 331.0969  5.05411397455741
CZ-4B DEB,1 25733U 99025D   24002.60631357  .00000548  00000-0  29234-3 0  9994,2 25733  98.7980  48.6808 0014142 229.8721 130.1215 14.17344097272936
ARIANE 1 DEB,1 25765U 79104G   23365.78852071  .00001675  00000-0  36919-2 0  9992,2 25765  19.8935 212.4561 5658413 188.9469 153.7031  4.35819233385004
ARIANE 1 DEB,1 25766U 79104H   23357.81960353  .00002379  00000-0  63165-2 0  9996,2 25766  20.5694 195.2337 5862319 245.7716  43.9317  4.04565144  7939
ARIANE 1 DEB,1 25767U 79104J   23346.47405832  .00066489  00000-0  59018-2 0  9997,2 25767  17.8400 105.7728 3053963 225.7748 104.7507  9.16928019292320
MIDAS 3 DEB,1 25793U 61018F   24002.45772049 -.00000003  00000-0 -12572-2 0  9992,2 25793  91.1070 180.1383 0110892 327.8159  31.5981  8.93186627321885
COSMOS 1220 DEB,1 25795U 80089CJ  24002.51789988  .00009270  00000-0  45083-3 0  9997,2 25795  64.9763 133.7549 0090000 252.5058 106.6217 15.15381154435024
SL-12 DEB,1 25798U 89001K   23361.06517171  .00000890  00000-0  55017-2 0  9999,2 25798  65.0790 185.0182 4437384 289.6708 286.7390  5.99716351223309
SL-12 DEB,1 25804U 87079P   24002.24589518  .00033628  00000-0  83031-2 0  9999,2 25804  64.8820 315.3212 4007401 159.7585 222.3330  7.27368395560086
SL-12 DEB,1 25805U 87079Q   24002.31809116  .00001557  00000-0  27110-2 0  9999,2 25805  65.1596   7.5468 5259948  93.4952 325.2448  4.97686099  8282
SL-12 DEB,1 25807U 87079S   23365.00891118  .00005658  00000-0  37909-2 0  9994,2 25807  65.1562 355.8979 5461232 341.3971   4.5937  4.77044000427272
SL-12 DEB,1 25809U 87079U   23364.62730134  .00036464  00000-0  11261-1 0  9994,2 25809  65.0435 113.4190 4240794 142.8278 255.9467  6.83785981 69491
SL-12 DEB,1 25810U 87079V   23365.95136615  .00020738  00000-0  98546-2 0  9996,2 25810  64.4120 299.2432 4577387  28.5690 350.3032  6.21473087522864
SL-12 DEB,1 25818U 89101Q   23365.33089744 -.00011212  00000-0 -23789-1 0  9999,2 25818  46.1069  73.5688 3049999 106.3180   3.0032  8.52982424729696
ARIANE 1 DEB,1 25822U 84023D   24002.42177425 -.00000036  00000-0  00000-0 0  9996,2 25822   8.3895  50.5825 6705055 153.2589 357.2455  2.53838310231819
ARIANE 1 DEB,1 25823U 84023E   23341.53562682  .00000198  00000-0  76340-2 0  9997,2 25823   7.4516 164.3364 6795244 281.7996 348.8551  2.61401557 97642
ARIANE 1 DEB,1 25824U 84023F   24001.52074190 -.00000543  00000-0 -15693-1 0  9992,2 25824   8.2945  11.9407 6810235 231.6276 105.2931  2.56735851231699
NIMBUS 2 DEB,1 25825U 66040H   24002.55175234  .00002938  00000-0  37852-2 0  9997,2 25825 100.3417  12.2630 0052357 254.2314 229.8480 13.62888139814787
SL-14 DEB,1 25832U 78100AU  23363.65226028 -.00000027  00000-0 -45464-3 0  9991,2 25832  82.5455 178.3816 0011016 290.4749  80.8926 11.97558416128831
COSMOS 1285 DEB,1 25838U 81071G   23360.44745191  .00000473  00000-0  00000-0 0  9996,2 25838  67.6702 141.4548 6458350  13.8793 357.4641  1.98208675 70255
COSMOS 1285 DEB,1 25839U 81071H   23362.40248988  .00000286  00000-0  00000-0 0  9999,2 25839  66.8648 135.5990 6654856  19.8963   0.9426  1.98311020194274
COSMOS 1285 DEB,1 25840U 81071J   24001.53052367  .00000526  00000-0  00000-0 0  9997,2 25840  68.7725 139.9685 6229476   7.3079   7.6923  1.98030286191329
ATLAS 75E DEB,1 25842U 83072C   24002.43262591 -.00000011  00000-0  00000-0 0  9994,2 25842  65.1488  39.3330 5298534 131.1510 355.8138  3.91905096 40351
ARIANE 44LP DEB,1 25844U 89062H   23361.10204569  .00004725  00000-0  53399-2 0  9999,2 25844   7.3142 174.0750 6663961 248.9388  31.1741  3.01787770255712
SL-16 DEB,1 25862U 99039C   24002.13718563  .00000807  00000-0  22467-3 0  9994,2 25862  97.7559  53.9107 0162393   5.1399 355.1412 14.41353112283439
SL-16 DEB,1 25863U 99039D   24002.13579066  .00000769  00000-0  20793-3 0  9995,2 25863  98.4752  68.6766 0154394  40.4128  21.8661 14.43849508285505
SL-16 DEB,1 25864U 99039E   24002.17759579  .00000942  00000-0  27735-3 0  9995,2 25864  98.6220  69.7477 0167414 288.2465 133.9671 14.38402610280854
SL-16 DEB,1 25865U 99039F   24002.49101035  .00001563  00000-0  47422-3 0  9994,2 25865  97.7568 345.2329 0182881 284.2725 190.7368 14.34270934277261
CZ-1 DEB,1 25882U 70034D   24001.15853717  .00003375  00000-0  36753-3 0  9998,2 25882  68.3773 281.1028 0723726 223.6336 130.5318 13.83253166198079
DELTA 2 DEB,1 25904U 94016D   24001.22566242  .00037741 -35475-6  53459-3 0  9998,2 25904  34.5130  54.2795 2428605 326.3315  20.3888 10.64033744793886
ARIANE 44LP DEB,1 25928U 91015J   24002.58966166  .00001814  00000-0  10465-1 0  9998,2 25928   8.0338  15.5006 6669856 260.5422 119.1215  2.90881783273024
DMSP 5D-2 F15 DEB,1 25992U 99067B   24002.08198230  .00002964  00000-0  97723-3 0  9999,2 25992  98.2431  34.5004 0006911 154.2782 265.7172 14.38799189254468
DMSP 5D-2 F15 DEB,1 25993U 99067C   24002.42232944  .00004615  00000-0  14606-2 0  9992,2 25993  98.2741 352.4227 0003896 137.3814  25.3637 14.40575930254116
DELTA 1 DEB,1 25997U 75052BA  24002.48262412  .00003657  00000-0  13648-2 0  9993,2 25997 100.0098 197.5699 0145850  33.5140 327.5161 14.26930382542854
SL-14 DEB,1 25998U 91068H   24002.03506824  .00000003  00000-0 -46893-4 0  9991,2 25998  82.6776  13.1870 0035734 302.0116 112.6184 12.53606194 99802
SL-14 DEB,1 25999U 91068J   24002.32245295  .00000138  00000-0  71790-3 0  9997,2 25999  82.6977 311.6151 0061223 292.7819 223.2761 12.61723094115314
SL-14 DEB,1 26000U 91068K   24002.57592187  .00000155  00000-0  10115-2 0  9995,2 26000  82.7221 134.0294 0042632 298.5309 184.0786 12.45250476 92133
SL-14 DEB,1 26001U 91068L   24002.19758169  .00000060  00000-0  25565-3 0  9999,2 26001  82.2244 245.5486 0090684 324.7534 164.1581 12.67838317120861
SL-14 DEB,1 26002U 91068M   24001.63330882  .00000374  00000-0  14230-2 0  9990,2 26002  81.9667 240.0673 0147099 255.0415 132.0692 12.85326825572237
SL-14 DEB,1 26003U 91068N   24001.46367576  .00001802  00000-0  93711-2 0  9990,2 26003  82.7229   8.9711 0108855 228.6252 287.8931 12.65537043110830
SL-14 DEB,1 26004U 91068P   24001.85360047  .00002223  00000-0  10050-1 0  9992,2 26004  82.5755 200.1724 0138008 305.8581 115.1801 12.74820231117525
SL-14 DEB,1 26005U 91068Q   24002.61513905  .00000209  00000-0  11104-2 0  9995,2 26005  82.6016 240.0670 0059289   9.3995  18.5832 12.61581383115300
SL-14 DEB,1 26006U 91068R   24002.62115161  .00000044  00000-0  18434-3 0  9990,2 26006  82.6079 230.2185 0094937 356.0864  71.4034 12.62554979116460
SL-14 DEB,1 26007U 91068S   24002.26737670  .00000018  00000-0  54652-4 0  9990,2 26007  82.6980  82.2406 0011615   7.9381  64.5703 12.48348963104024
SL-14 DEB,1 26008U 91068T   24002.13050872  .00000022  00000-0  66083-4 0  9995,2 26008  82.6277 238.5331 0091083 316.5748 198.5229 12.63116493117023
SL-14 DEB,1 26009U 91068U   24002.37610332  .00000521  00000-0  21504-2 0  9996,2 26009  82.4916 339.1861 0121232 160.7390 315.3851 12.80671910129853
SL-14 DEB,1 26010U 91068V   24002.38762567  .00000120  00000-0  77079-3 0  9991,2 26010  82.7349 150.6645 0050729 324.7675  62.9399 12.44578067 92348
